Address,Full Address,Name,Date,Architect,Builder,Style,Link,Notes,Photo,Marker
501 The Parkway,"501 The Parkway, Ithaca, NY 14850",,1952,,,Ranch,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMQW5MN0ZVYXFzMU0&export=download,
502 Cayuga Heights Rd,"502 Cayuga Heights Rd, Ithaca, NY 14850",,1952,,,Craftsman,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMaW9kOS1rMDhoYTg&export=download,
502 The Parkway,"502 The Parkway, Ithaca, NY 14850",,1954,,,Ranch,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMdk03c1B0NGFLRXc&export=download,
503 Cayuga Hgts Rd,"503 Cayuga Hgts Rd, Ithaca, NY 14850",,1951,,,Colonial,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMeERpNE1PWXZHYVE&export=download,
503 Triphammer Rd,"503 Triphammer Rd, Ithaca, NY 14850",,1930,,,Colonial,,"Home (1985-1992) of Henry Louis Gates, Jr., MacArthur Award and Emmy Award winner. (Major Award Winners)",http://docs.google.com/uc?authuser=0&id=0B4mZNbHgzx_LamdtaVQ4TU5xS28&export=download,
504 Hanshaw Rd,"504 Hanshaw Rd, Ithaca, NY 14850",,1947,,,Colonial,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMZUctWmZOS3NSaXc&export=download,
505 The Parkway,"505 The Parkway, Ithaca, NY 14850",,1940,,,Colonial,,"Home, in 1949, of physicist, Nobel Prize winner, and Manhattan Project scientist Richard Feynman. (Major Award Winners)",http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMYWxxMVBLdGUydlk&export=download,
505 Triphammer Rd,"505 Triphammer Rd, Ithaca, NY 14850",,1921,,,Colonial,,"Home to George Charles Embody, ornithologist and author of the Birds of Madison County.",http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMbEZhRE9aX09pZlU&export=download,
505 Wyckoff Rd,"505 Wyckoff Rd, Ithaca, NY 14850",,1956,,,Craftsman,,"Home to Wolfgang Fuchs, mathematician specializing in complex analysis and is known for the Erdős–Fuchs theorem.",http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMUW5Mb1oyRlhIV1E&export=download,
506 Hanshaw Rd,"506 Hanshaw Rd, Ithaca, NY 14850",,1958,,,Ranch,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMNWZmeUJYQzBvZGc&export=download,
506 Highland Rd,"506 Highland Rd, Ithaca, NY 14850",,1924,LeRoy Burnham,,Craftsman,,"Home of Charles H. Blood, developer of Cayuga Heights. (Village History, Notable Architecture)",http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMaE94YTVtbENvNms&export=download,
507 Cayuga Heights Rd,"507 Cayuga Heights Rd, Ithaca, NY 14850",Broadlawns,1919,J. Lakin Baldridge,Jes Dall,Colonial,,"Home of builder Jes Dall, Jr. Dall built many J. Lakin Baldridge-designed homes. They were architecture students together at Cornell. A large oak tree is noted in the original specifications for the house and still stands today. It is likely over 300 years old. Inside the home is a wooden built-in ironing board inscribed on the bottom in pencil and reads ""J. Dall, F(?). Dall, March 9, 7:45 PM, 1933."" Below that, in children's handwriting,
 it says ""Christmas is coming. Santa Claus is coming too."" (Notable Architecture)",http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMMGZxUTZzakoxaDA&export=download,
507 Hanshaw Rd,"507 Hanshaw Rd, Ithaca, NY 14850",,1929,Carl Tallman,,Colonial,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMcU1EN05VRVE2bjQ&export=download,
507 Highland Rd,"507 Highland Rd, Ithaca, NY 14850",Broadlawns,1927,,,Colonial,,"Built for Franklin C. Cornell, Jr., and his wife, Cordelia Hearne Cornell. (Notable Architecture)",http://docs.google.com/uc?authuser=0&id=0B4mZNbHgzx_LYW1mTElxOTl3VVE&export=download,
507 The Parkway,"507 The Parkway, Ithaca, NY 14850",,1968,,,Colonial,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMNjRmbjlvQjBxN1E&export=download,
507 Triphammer Rd,"507 Triphammer Rd, Ithaca, NY 14850",,1940,,,Tudor Revival,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMVTM5aU1vV1JwMUk&export=download,
508 Cayuga Heights Rd,"508 Cayuga Heights Rd, Ithaca, NY 14850",,1923,,,Tudor Revival,,"1951 home of James Sumner, chemist and Nobel Prize winner. (Major Award Winners)",http://docs.google.com/uc?authuser=0&id=0B4mZNbHgzx_LekF6S0pSaUFDd0U&export=download,
508 Hanshaw Rd,"508 Hanshaw Rd, Ithaca, NY 14850",,1948,,,Cape Cod,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMWS14QmFtQm44Uzg&export=download,
508 Highland Rd,"508 Highland Rd, Ithaca, NY 14850",,1916,Clinton Vivian,,Craftsman,,"Home of Charles Blood, co-developer of Cayuga Heights. (Village History, Notable Architecture)",http://docs.google.com/uc?authuser=0&id=0B4mZNbHgzx_LaW50blJvN3h5U1E&export=download,
509 Wyckoff Rd,"509 Wyckoff Rd, Ithaca, NY 14850",Alpha Chi Omega,1963,,,Inn/Lodge,,"Public Sites, Sorority",http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMWXFaSHFELU1FTlk&export=download,
510 Hanshaw Rd,"510 Hanshaw Rd, Ithaca, NY 14850",,1941,,,Cape Cod,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMTG5SWlJEU2xiR2M&export=download,
510 The Parkway,"510 The Parkway, Ithaca, NY 14850",,1955,,,Ranch,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMcFZTZlF3YlhicHM&export=download,
511 Cayuga Heights Rd,"511 Cayuga Heights Rd, Ithaca, NY 14850",Thorn Hill/Robin Hill,1923,"J. Lakin Baldridge, Edward Lawson - landscape architect",,Tudor Revival,http://cayugaheightshistory.weebly.com/511-cayuga-heights-rd---robin-hill.html,"Current home of Cornell's president. Renamed in 1944 for the house that Soames Forsyte built for beautiful Irene in The Forsyte Saga, Robin Hill was originally known as Thorn Hill, and architect J. Lakin Baldridge designed and built it for his family. In 1944, the Baldridges sold the mansion to Robert E. and Carolyn S. Treman, who bestowed the current name on the home. In 1963, the university purchased the house, and Cornell President James Perkins and family moved in. The change of the president's residence from 205 Oak Hill Road may have been occasioned by the university administration's wish to move farther from campus, out of easy reach by students, given an incident at the 205 Oak Hill address in 1958.
 
 The half-timbered house is built of locally quarried Llenroc (Cornell spelled backwards) stone and stucco, with leaded glass windows, large and small slate roof tiles, and copper water pipes, indicating the high-quality standards used. A monument to the pre-Depression era, the house boasts 9,000 square feet, has seventeen rooms, nine fireplaces, eight bathrooms, and closets as large as entire rooms. 
 (Notable Architecture)",http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMTlA4SDI0SE5DM3c&export=download,
511 Kline Rd,"511 Kline Rd, Ithaca, NY 14850",,1937,,,Craftsman,,"Also owned by artist Edith Clifford Williams, this home has a stucco exterior similar to her residence at the corner of Highland and Kline roads. The house was later a residence to artist Christian Midjo. One of his pieces graces the walls of Marcham Hall (836 Hanshaw Rd.) Also home to other creative residents, including poet Deborah Tall and husband-and-wife pianists. (Writers, Musicians)",http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMbFVheFh1YXA4aHM&export=download,
512 Cayuga Heights Rd,"512 Cayuga Heights Rd, Ithaca, NY 14850",,,,Raymond Viner Hall,Contemporary,,"Built by the son of Frank Lloyd Wright's Fallingwater builder, in the vein of Fallingwater. (Notable Architecture)",http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMY2tnanNmSk4yanc&export=download,
512 Highland Rd,"512 Highland Rd, Ithaca, NY 14850",,1900,,,Craftsman,http://cayugaheightshistory.weebly.com/512-highland-road.html,"Home of M.H. Abrams, known for The Norton Anthology of English Literature. The story of student unrest at Cornell picks up from the late 1950s protest at President Malott's house at 205 Oak Hill Road and moves on to the handsome house with the beautiful west-facing porch that runs the length of the home. During the trying days of prolonged and sometimes violent demonstrations at Cornell in 1969, Abrams hosted Cornell faculty gatherings on this porch to discuss the turbulence and the university's options. (Notable Architecture)",http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMOVBPOGJLbWoyVjg&export=download,
512 Wyckoff Rd,"512 Wyckoff Rd, Ithaca, NY 14850",,1910,,,Cape Cod,,"One-time residence of musicologist and jazz authority Marshall W. Stearns. He was known for his New York City radio programs and television show. In 1956 he accompanied the Dizzy Gillespie Band on a tour of the Near East on behalf of the U.S. Department of State. This was also a residence of Jerrold Meinwald, chemist and National Medal of Science recipient. (Major Award Winners, Notable Architecture)",http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMVmRIYmRwSFlpUW8&export=download,
513 Wyckoff Rd,"513 Wyckoff Rd, Ithaca, NY 14850",,1905,,,Craftsman,,"Residence of Lyman Parratt (1946-94), physicist and Manhattan Project scientist.",http://docs.google.com/uc?authuser=0&id=0B4mZNbHgzx_LcEpidUhqWTdnZW8&export=download,
514 Wyckoff Rd,"42°27'25.2""N 76°29'16.8""W",,1923-25,,,Colonial,,Residence (1947-49) of physicist and Manhattan Project scientist Phillip Morrison. (Major Award Winners),http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMNkVXY0U3eDktckk&export=download,
515 Highland Rd,"515 Highland Rd, Ithaca, NY 14850",,1904,,,Greek Revival,,"In 1906, Charles W. and Margaret Williams purchased the lot at 515 Highland Road from developers Jared Newman and Charles Blood. The Greek Revival house was finished the following year. Charles Williams had come to Ithaca in 1905 as the division freight agent for the Lehigh Valley Railroad. He later established the Williams Electric Company. In 1942, the Williams’ niece, Dorothy Knight Knox Holden, sold the house to Edward R. and Bergljot Audhild Sanne Martinez Ybor. Edward was the grandson of Vicente Martinez Ybor, the Cigar King of Ybor City, Florida. The Ybors renovated the home in 1946. For the garden, Norwegian-born Audhild Sanne designed a ""Little Europe"" of stone bridges and castles in the backyard, which she had a Cornell engineering student and stone mason construct. The structures, which were built from reclaimed stone from a downtown building that had been torn down, reminded her of Europe. (Notable Architecture)",http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMbnV5Tm9KSzJFV1E&export=download,
516 Cayuga Heights Rd,"516 Cayuga Heights Rd, Ithaca, NY 14850",,1962,,,Ranch,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMZ3hfQlQwSndfRlU&export=download,
516 The Parkway,"516 The Parkway, Ithaca, NY 14850",,1952,,,Ranch,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMQS1GMWo3MThWcDQ&export=download,
516 Wyckoff Rd,"516 Wyckoff Rd, Ithaca, NY 14850",,1920,,,Dutch Colonial,,One-time home of architect Carl C. Tallman.,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMMHdkd25RZnpqemM&export=download,
518 Highland Rd,"518 Highland Rd, Ithaca, NY 14850",,1954,,,Ranch,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMQ2dnX0FzckJ1TTg&export=download,
518 Wyckoff Rd,"518 Wyckoff Rd, Ithaca, NY 14850",,1925,Conway L. Todd,,Colonial,,"Built by architect, Conway L. Todd, he was the first resident here. In the 1950s this was the site of a dance school, Dean School of Dancing.",http://docs.google.com/uc?authuser=0&id=0B4mZNbHgzx_LV1E4c20zcHZ1VEU&export=download,
519 Cayuga Heights Rd,"519 Cayuga Heights Rd, Ithaca, NY 14850",,1960,Bill Downing-Tube 26 (RMC),,Split Level,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMV3gxbE1kYV9uYkk&export=download,
519 Highland Rd,"519 Highland Rd, Ithaca, NY 14850",,2008,,,Contemporary,,Notable Architecture,http://docs.google.com/uc?authuser=0&id=0B4mZNbHgzx_LV3VkaWt2X1JPUms&export=download,
520 Cayuga Heights Rd,"520 Cayuga Heights Rd, Ithaca, NY 14850",,1929,"Carl C. Tallman, Architect;
K. Gorton Davis and Edward Lawson, Landscape Architects",,English,http://cayugaheightshistory.weebly.com/520-cayuga-heights-rd.html,"Electrical engineer Paul M. Lincoln (1870-1944) hired architect Carl Tallman to build this grand seven-bedroom, four-bath home ""of the English type."" In 1901, Lincoln had invented the synchroscope, a key piece of equipment for electric companies that is still in use today. The widowed Lincoln moved to Ithaca in 1923, after he was named director of Cornell's electrical engineering department. His daughters Elizabeth Hague Lincoln (Cornell '27) and Helen Hague Lincoln (AB, Wellesley, '21, Cornell graduate courses, 1923-1924) both attended Cornell. Nearing retirement from Cornell, Lincoln founded Ithaca's Therm-Electric Meters Company in 1937 to market electric demand meters that he held patents for. Elizabeth Lincoln married Harrison Goodman, who was a founding director of Therm. The Goodmans lived at the home with Lincoln until 1942. 

Notable Architecture; Technological Innovation",http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMZV94RTNUa1NJLVE&export=download,
520 The Parkway,"520 The Parkway, Ithaca, NY 14850",,1945,,,Colonial,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMb29vUkxrVkw3eUE&export=download,
520 Wyckoff Rd,"520 Wyckoff Rd, Ithaca, NY 14850",,1924,J. Lakin Baldridge,Jes Dall Jr.,Tudor Revival,,"Clarence and Wilhelmina Morse purchased the J. Lakin Baldridge-designed Tudor Revival home from builder Jes Dall Jr. in 1925. Clarence was the grandson of Ben Morse, one of the founders of the Morse Chain Company.
(Notable Architecture) ",http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMalA1Q3AxRWoxOE0&export=download,
521 Wyckoff Rd,"521 Wyckoff Rd, Ithaca, NY 14850",,6/1/1905,,,Tudor Revival,,"Carriage house residence and laboratory (1944-69) of Robert Virgil Morse, of the Morse Chain family. He developed a ""dive bombing sight"" that helped turn the tide of World War II. (Notable Architecture)",http://docs.google.com/uc?authuser=0&id=0B4mZNbHgzx_LNHlDZXNCYV9UWms&export=download,
522 Cayuga Heights Rd,"522 Cayuga Heights Rd, Ithaca, NY 14850",,1987,,,Queen Anne,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMY3hOb04wZmJNN2s&export=download,
522 Wyckoff Rd,"522 Wyckoff Rd, Ithaca, NY 14850",,1935,,,Colonial,,"Former home of Amy S. Treman, of the Treman family, and her husband, Thomas E. Milliman; Also home to Sanford S. Atwood, Cornell dean and provost, and later president of Emory University.",http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMYjRTTUtvTnA2cWc&export=download,
523 Cayuga Heights Rd,"523 Cayuga Heights Rd, Ithaca, NY 14850",,1939,,,Craftsman,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMUkNtb3VDNnNFVk0&export=download,
523 Highland Rd,"523 Highland Rd, Ithaca, NY 14850",,1923,,,Colonial,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMbTdlLURLZExET1E&export=download,
523 The Parkway,"523 The Parkway, Ithaca, NY 14850",,1958,,Erma Cicchetti,Ranch,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMLTBGYlVMOHNqZ3c&export=download,
524 Cayuga Hgts Rd,"524 Cayuga Hgts Rd, Ithaca, NY 14850",,1938,,,Greek Revival,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMWi1RQTZaR0x4TjQ&export=download,
524 Highland Rd,"524 Highland Rd, Ithaca, NY 14850",,1940,,,Contemporary,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMQXpvOGtxc2Zja3c&export=download,
524 Wyckoff Rd,"524 Wyckoff Rd, Ithaca, NY 14850",,1915,,,Tudor Revival,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMY3BQNlc5X0EwMUk&export=download,
527 Highland Rd,"527 Highland Rd, Ithaca, NY 14850",,1925,,,Dutch Colonial,,School Teacher,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMcXVLdUIwa0xpVEE&export=download,
528 Cayuga Heights Rd,"528 Cayuga Heights Rd, Ithaca, NY 14850",,1935,,,Colonial,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMQ2JRZkNNTVlQa0E&export=download,
529 Cayuga Heights Rd,"529 Cayuga Heights Rd, Ithaca, NY 14850",,1983,,,Tudor Revival,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMbm1tbS1HQWdLM1k&export=download,
530 Cayuga Heights Rd,"530 Cayuga Heights Rd, Ithaca, NY 14850",,1935,,,French Chateau,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMUS1ESU9PWWFTemM&export=download,
531 Cayuga Heights Rd,"42.470490, -76.495390",,2004,,,Colonial,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMNnE1aENTdUdERHM&export=download,
532 Cayuga Heights Rd,"532 Cayuga Heights Rd, Ithaca, NY 14850",,1939,,,Colonial,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMQTEyWHcyTTZGUkE&export=download,
533 Cayuga Heights Rd,"42.470811, -76.495451",,2004,,,Colonial,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMV0VldjN2OTI1MDA&export=download,
534 Cayuga Heights Rd,"534 Cayuga Heights Rd, Ithaca, NY 14850",,1957,,,Ranch,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMa1lMMXFEVm05bzA&export=download,
536 Cayuga Heights Rd,"536 Cayuga Heights Rd, Ithaca, NY 14850",,1968,,,Ranch,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMZ2FfVTBSRDJwbHc&export=download,
538 Cayuga Heights Rd,"538 Cayuga Heights Rd, Ithaca, NY 14850",,1963,,,Ranch,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMa2w2eGs1NGVBems&export=download,
540 Cayuga Heights Rd,"540 Cayuga Heights Rd, Ithaca, NY 14850",,1968,,,Contemporary,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMamZTNlpvN01YakE&export=download,
543 Cayuga Heights Road,"543 Cayuga Heights Road, Ithaca, NY 14850",,1981,,,Ranch,,Home (1973-91) of physicist and Nobel Prize winner David Lee. (Major Award Winners),http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMZWJiRS0xamtkVlU&export=download,
6 Highland Park Lane,"6 Highland Park Lane, Ithaca, NY 14850",,1951,,,Cape Cod,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMMjdvbUFDUmloWFk&export=download,
6 Lowell Pl,"6 Lowell Pl, Ithaca, NY 14850",,1987,,,Ranch,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMZmMwbWQ5RVBWM28&export=download,
6 Tyler Rd,"6 Tyler Rd, Ithaca, NY 14850",,1985,,,Contemporary,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMd2ZobXhCdHhhWnM&export=download,
6 Winthrop Pl,"6 Winthrop Pl, Ithaca, NY 14850",,1965,,,Split Level,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMNGZpTEFIM0Z5V3M&export=download,
600 Cayuga Heights Rd,"600 Cayuga Heights Rd, Ithaca, NY 14850",,1920,LeRoy Burnham,,Greek Revival,,,http://docs.google.com/uc?authuser=0&id=0B4mZNbHgzx_LOXVNemo4NmpYb0k&export=download,
601 Hanshaw Rd,"601 Hanshaw Rd, Ithaca, NY 14850",,1957,,,Ranch,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMbzZNV3k1R3BZc3M&export=download,
601 The Parkway,"601 The Parkway, Ithaca, NY 14850",,1952,,,Ranch,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMOXJJeGNWckZSeWs&export=download,
602 The Parkway,"602 The Parkway, Ithaca, NY 14850",,1938-39,,,Cape Cod,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMWG8wMjlSUXRYejA&export=download,
603 Cayuga Heights Rd,"603 Cayuga Heights Rd, Ithaca, NY 14850",,1964,,,Split Level,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMQ0xIVzN6VUZScGc&export=download,
603 The Parkway,"603 The Parkway, Ithaca, NY 14850",,1950,,,Colonial,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMUk1GUnFXR0o3bzQ&export=download,
604 Cayuga Heights Rd,"604 Cayuga Heights Rd, Ithaca, NY 14850",,1939,,,Colonial,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMMlZseTFONGV2Q2M&export=download,
604 Highland Rd,"604 Highland Rd, Ithaca, NY 14850",,1940,,,Colonial,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMWHBuQ2dZWlVaWDA&export=download,
604 The Parkway,"604 The Parkway, Ithaca, NY 14850",,1982,,,Colonial,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMcERpVGlCQ2ZEdlk&export=download,
605 Cayuga Heights Rd,"605 Cayuga Heights Rd, Ithaca, NY 14850",,1956,,,Colonial,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMQlJ2cVZvNTI2aUU&export=download,
605 The Parkway,"605 The Parkway, Ithaca, NY 14850",,1946,,,Colonial,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMcFppeDBFUHZVbFE&export=download,
606 Hanshaw Rd,"606 Hanshaw Rd, Ithaca, NY 14850",,1940,,,Colonial,,Home (1967-86) of poet and MacArthur Award winner A.R. Ammons. Ammons is buried in Pleasant Grove Cemetery in Cayuga Heights. (Major Award Winners),http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMbFR1LXRINGhzNGc&export=download,
607 Hanshaw Rd,"607 Hanshaw Rd, Ithaca, NY 14850",,1955,,Erma Cicchetti,Ranch,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMQTlNMVNqY1NjNEU&export=download,
608 Cayuga Heights Rd,"608 Cayuga Heights Rd, Ithaca, NY 14850",,1978,,,Ranch,,Home of biochemist and Nobel Prize winner James Sumner. (Major Award Winners),http://docs.google.com/uc?authuser=0&id=0B4mZNbHgzx_LMkdnR0VjQVpwUDg&export=download,
608 Hanshaw Rd,"608 Hanshaw Rd, Ithaca, NY 14850",,1940,Carl C. Tallman,,Colonial,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMYnZwWkY5NUFFRTA&export=download,
608 Highland Rd,"608 Highland Rd, Ithaca, NY 14850",,1945,,,Contemporary,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMWVJIY1B0dGFpRzg&export=download,
609 Cayuga Heights Rd,"609 Cayuga Heights Rd, Ithaca, NY 14850",,1952,,,Tudor Revival,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMXzU3cnkwUkN2TDQ&export=download,
610 The Parkway,"610 The Parkway, Ithaca, NY 14850",,1955,,Erma Cicchetti,Ranch,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMNERRYUJ4SVZLb2c&export=download,
614 Wyckoff Rd,"614 Wyckoff Rd, Ithaca, NY 14850",,1920,Helen Binkerd Young,,Tudor Revival,http://cayugaheightshistory.weebly.com/614-wyckoff-rd.html,"Novelist Pearl S. Buck lived in the second-floor apartment of this home in 1932, the year she received the Pulitzer Prize for her book, The Good Earth. Buck later received the Nobel Prize as well. The following year, her husband, John L. Buck, is listed as resident. However, it is unclear whether they lived here at that time or in China. (Major Award Winners, Notable Architecture, Notable Women)",http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMSDEyc3FPRm1SMUk&export=download,
615 Cayuga Heights Rd,"615 Cayuga Heights Rd, Ithaca, NY 14850",,1918,,,Tudor Revival,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMWlZEZDU5eDFLeGc&export=download,
615 Highland Rd,"615 Highland Rd, Ithaca, NY 14850",,1920,,,Colonial,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMMFhfTFJnTUJOdWs&export=download,
615 Wyckoff Rd,"615 Wyckoff Rd, Ithaca, NY 14850",,2004,,,Colonial,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMZnQ3M0xlaVQ4THc&export=download,
616 Cayuga Heights Rd,"616 Cayuga Heights Rd, Ithaca, NY 14850",,1941,,,Colonial,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMcGlQSV9OSFhnWnM&export=download,
617 Highland Rd,"617 Highland Rd, Ithaca, NY 14850",,1917,,,Tudor Revival,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMYUdvNlpuSzd2Q00&export=download,
619 Cayuga Heights Rd,"619 Cayuga Heights Rd, Ithaca, NY 14850",,1941,,,Cape Cod,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMY19TaS1WNDROT0k&export=download,
620 Cayuga Heights Rd,"620 Cayuga Heights Rd, Ithaca, NY 14850",,1973,Frank Hanshaw,,Contemporary,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMNlFSb1VfbUk0MzQ&export=download,
621 Cayuga Heights Rd,"621 Cayuga Heights Rd, Ithaca, NY 14850",,1977,,,Contemporary,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMSVkyVWJRZFJTeW8&export=download,
621 Highland Rd,"621 Highland Rd, Ithaca, NY 14850",,1939,,,Colonial,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMREpjVXRTdTRqOEE&export=download,
623 Highland Rd,"623 Highland Rd, Ithaca, NY 14850",,1919,,,Craftsman,,"In 1951-1952, home of writer Vladimir Nabokov, author of Lolita and Pale Fire, among other books.",http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMZ1lfcUppNklJZ0E&export=download,
624 Cayuga Heights Road,"624 Cayuga Heights Road, Ithaca, NY 14850",,1960,,,Ranch,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMbGJhMU9HQThSdjg&export=download,
624 Highland Rd,"624 Highland Rd, Ithaca, NY 14850",,1930,J. Lakin Baldridge,,Craftsman,,Notable Architecture,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMbFJQUWJUNkdaeWc&export=download,
625 Highland Rd,"625 Highland Rd, Ithaca, NY 14850",,1925,,,French Chateau,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMRDJhYnlTRWNFRGM&export=download,
626 Cayuga Heights Rd,"626 Cayuga Heights Rd, Ithaca, NY 14850",,1961,,,Colonial,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMZG1yaWlSV0pVMDQ&export=download,
627 Cayuga Heights Rd,"627 Cayuga Heights Rd, Ithaca, NY 14850",,1941,,,Colonial,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMSGtyM0pkdnBPUjA&export=download,
627 Highland Rd,"627 Highland Rd, Ithaca, NY 14850",,1929,,,Craftsman,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMcWtBRGNtYlNLclE&export=download,
628 Cayuga Heights Rd,"628 Cayuga Heights Rd, Ithaca, NY 14850",,1960,,,Ranch,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMZENfNWtYQm1hOTQ&export=download,
629 Highland Rd,"629 Highland Rd, Ithaca, NY 14850",,1954,,,Colonial,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMS0hsYVBoU3JTZW8&export=download,
630 Highland Rd,"630 Highland Rd, Ithaca, NY 14850",Far Horizons,1930,J. Lakin Baldridge,,Tudor Revival,,Notable Architecture,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMTEVzMDZCelI3LTA&export=download,
631 Highland Rd,"631 Highland Rd, Ithaca, NY 14850",,1960,,,Ranch,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMb3RHMnc0RXRRMlU&export=download,
